model,position,method,n,kl_mean,kl_median,kl_p90,kl_p99,kl_max,top1_agreement,state_rel_fro_squared_mean
DeltaNet-1.3B,-1,int8_layer_affine,4,0.08157394690397268,0.0027286834083497524,0.3195490837097168,0.3195490837097168,0.3195490837097168,0.75,0.032816543263227985
DeltaNet-1.3B,-1,svd1,4,1.8863255083560944,0.532768964767456,4.805046081542969,4.805046081542969,4.805046081542969,0.5,0.47595037023226416
DeltaNet-1.3B,-1,svd16,4,0.14482729308656417,0.005013134330511093,0.5208736658096313,0.5208736658096313,0.5208736658096313,0.75,0.08508451034625371
DeltaNet-1.3B,-1,svd2,4,1.1244043745100498,0.23557709157466888,2.8765945434570312,2.8765945434570312,2.8765945434570312,0.5,0.3284851610660553
DeltaNet-1.3B,-1,svd32,4,0.04655258239017712,0.0033782878890633583,0.17280180752277374,0.17280180752277374,0.17280180752277374,1.0,0.038402060667673744
DeltaNet-1.3B,-1,svd4,4,1.0456980329472572,0.027854494750499725,2.961674451828003,2.961674451828003,2.961674451828003,0.5,0.22203361491362253
DeltaNet-1.3B,-1,svd8,4,0.5062023291829973,0.009852565824985504,1.2327688932418823,1.2327688932418823,1.2327688932418823,0.5,0.14548872659603757
DeltaNet-1.3B,256,int8_layer_affine,4,0.09439160558395088,0.03209204226732254,0.17088466882705688,0.17088466882705688,0.17088466882705688,0.75,0.021051325762527995
DeltaNet-1.3B,256,svd1,4,0.6194390505552292,0.5596300363540649,1.1397507190704346,1.1397507190704346,1.1397507190704346,0.75,0.21861880520979562
DeltaNet-1.3B,256,svd16,4,0.008360780542716384,0.0055227503180503845,0.016700640320777893,0.016700640320777893,0.016700640320777893,1.0,0.007200970004002253
DeltaNet-1.3B,256,svd2,4,0.8415369633585215,0.34201470017433167,2.506617307662964,2.506617307662964,2.506617307662964,0.75,0.11124213288227718
DeltaNet-1.3B,256,svd32,4,0.0016994991437968565,0.0007398717571049929,0.005004432052373886,0.005004432052373886,0.005004432052373886,1.0,0.002022947514584909
DeltaNet-1.3B,256,svd4,4,0.2946460619568825,0.07506196200847626,0.906019389629364,0.906019389629364,0.906019389629364,0.75,0.04693420107165972
DeltaNet-1.3B,256,svd8,4,0.052281375508755445,0.023759905248880386,0.14176073670387268,0.14176073670387268,0.14176073670387268,1.0,0.018732660450041294
