model,position,method,n,kl_mean,kl_median,kl_p90,kl_p99,kl_max,top1_agreement,state_rel_fro_squared_mean
GatedDeltaNet-1.3B,-1,int8_head_affine,4,0.0015291581221390516,0.0012196090538054705,0.0030335807241499424,0.0030335807241499424,0.0030335807241499424,1.0,0.007142157936565733
GatedDeltaNet-1.3B,256,int8_head_affine,4,0.0007685787495574914,0.0005880909156985581,0.001232535345479846,0.001232535345479846,0.001232535345479846,1.0,0.006687567947665229
