model,position,method,n,kl_mean,kl_median,kl_p90,kl_p99,kl_max,top1_agreement,state_rel_fro_squared_mean
Nemotron-3-Nano-4B,-1,int8_head_affine,4,0.25181181728839874,0.2428891360759735,0.4548559784889221,0.4548559784889221,0.4548559784889221,0.75,0.0016540951952005603
Nemotron-3-Nano-4B,256,int8_head_affine,4,0.06009537260979414,0.039054904133081436,0.13766077160835266,0.13766077160835266,0.13766077160835266,1.0,0.0016987876304137032
