model,position,method,n,kl_mean,kl_median,kl_p90,kl_p99,kl_max,top1_agreement,state_rel_fro_squared_mean
GatedDeltaNet-1.3B,-1,int8_head_affine,6400,0.0010235896746845971,0.00021545376512221992,0.002375710755586624,0.009777884930372238,0.08594876527786255,0.99453125,0.006445145336805723
GatedDeltaNet-1.3B,256,int8_head_affine,6400,0.0005107795463638678,0.00014625617768615484,0.0014101583510637283,0.0041809119284152985,0.03663961589336395,0.99453125,0.006754253987821046
